name,sku,subtitle,description,category1,category2,category3,image,ribbon,ribbonColor,weight,price,recommended_price,quantity,enabled,taxClassCode,shipping_freight,fixed_shipping_rate_only,shippingType,shippingMethodMarkup,shippingFlatRate,shippingDisabledMethods,shippingEnabledMethods,upc,brand,seo_title,seo_description,product_url,product_id
Fluvium Prestige: Half Sleeve Rashguard,"00004",,"<p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong><span style=""color: rgb(31, 73, 125);"">Details</span></strong></span></span></u></p><ul><li>Drillers makes killers. The <em>Fluvium Prestige Series Rash Guard</em> is designed for those who passionate about representing their country on the global stage. <em>T</em><em>he prestige series</em> is meant to instill a sense of solidarity and pride when you adorn the rashguard which should give you that something extra which helps you past the finish line.</li><li>There is no feeling greater than representing your country we hope to instill this feeling in you everytime you roll or surf.</li></ul><p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong><span style=""color: rgb(31, 73, 125);"">Features</span></strong></span></span></u></p><p><strong><span style=""color: rgb(31, 73, 125);""></span></strong></p><ul><li>An ergonomic design constructed for comfort & motion.</li><li>Quick dry and rash protection to facilitate movement, be it while rolling, surfing or sparring.</li><li>Finished with a long fit to prevent the rashguard from riding up</li><li>80% Polyester 20% Spandex</li><li>Antimicrobial</li><li>Sublimated Print that will never crack, peel or fade</li><li><span style=""color: rgb(192, 80, 77);""><strong>MADE IN INDIA</strong></span></li></ul><p><br></p>",Fight Gear / MMA,Fight Gear / Jiu Jitsu / No Gi,Surf Gear,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1106841465.jpg,,,0.00,1 199.0,,48,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,Fluvium Prestige: Half Sleeve Rashguard,Details Drillers makes killers. The Fluvium Prestige Series Rash Guard is designed for those who passionate about representing their country on the global stage. T he prestige series is meant to instill a sense of solidarity and pride when you adorn the rashguard which should give you that something extra which helps you past the finish line.,https://fluviumwear.com/#!/Fluvium-Prestige-Half-Sleeve-Rashguard/p/133060594,133060594
Fluvium Prestige: White BJJ Kimono/Gi W Blue Embroidery,"23289",,"<p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong>Details</strong></span></span></u></p><ul><li>Drillers makes killers. The <em><strong>Fluvium Prestige Series Gi</strong></em> is designed for those who passionate about representing their country on the global stage. <em>T</em><em>he prestige series</em> is meant to instill a sense of solidarity and pride when you adorn the rashguard which should give you that extra push to help you past the finish line.</li><li>There is no feeling greater than representing your country we hope to instill this feeling in you everytime you roll.</li><li>Minimal Decorations with BHARAT & FLUVIUM KIMONO Embroidered in Hindi on the Gi in Gold.</li></ul><p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong>Features</strong></span></span></u></p><ul><li>A lightweight 550 gram, 100% Cotton pearl-weave fabric jacket.</li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A3</li><li><strong>MADE IN INDIA</strong></li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/2465957874.jpg,,,0.00,8 499.0,,0,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,Fluvium Prestige: Full Sleeve Rashguard,Drillers makes killers. The Fluvium Prestige Series Rash Guard is designed for those who passionate about representing their country on the global stage. T he prestige series is meant to instill a sense of solidarity and pride when you adorn the rashguard which should give you that something extra which helps you past the finish line.,https://fluviumwear.com/#!/Fluvium-Prestige-White-BJJ-Kimono-Gi-W-Blue-Embroidery/p/381515232,381515232
Fluvium Pro Leather Boxing Laced Gloves 10Oz,"00009",,"<p><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><u>Details</u><br></span></span></u></strong></p><p style=""text-align: justify;"">The <strong><em>Fluvium Pro Leather Boxing Laced Gloves</em></strong> feature a sleek, Mexican design and the best in quality and comfort. The best professional boxing gloves equipped with a traditional slim design are precision manufactured with the best leather and materials, under the strictest quality control. These gloves are anatomically designed to act like a natural extension of your hand for a “second skin” which allows for superior fist closure providing a balance of speed, comfort, and protection while delivering a powerful punch. They also have extra long laces and are fit with attached thumbs to prevent eye injury and limit risk of thumb injury. Made with great attention to detail, these gloves are sure to last through the toughest of battles.</p><p style=""text-align: justify;""><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;"">Features</span></span></u></strong></p><p style=""text-align: justify;""><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""></span></span></u></strong></p><ul><li>Premium leather along with superior glove construction increases durability and functionality.</li><li>Thumbs designed to prevent eye injury and limit the risk of thumb injury.</li><li>Traditional slim design for high precision quality.</li><li>Compact glove design allows for superior fist closure providing a balance of speed, comfort, and protection while delivering a powerful punch.</li><li>New design with refined shape for improved finger flexibility and hand protection.</li><li>Ideal for sparring or bag workouts.</li></ul>",Fight Gear / Boxing,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1107161676.jpg,,,0.00,4 199.0,,8,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,"The Fluvium Pro Leather Boxing Laced Gloves feature a sleek, Mexican design and the best in quality and comfort. The best professional boxing gloves equipped with a traditional slim design are precision manufactured with the best leather and materials, under the strictest quality control.",https://fluviumwear.com/#!/Fluvium-Pro-Leather-Boxing-Laced-Gloves-10Oz/p/143957639,143957639
"Fluvium Pro Style Mexican Stretch Boxing Hand Wraps 180""","0031",,"<p><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><u><span style=""font-size: 16px;"">Details</span></u><br></span></span></u></strong></p><p style=""text-align: justify;""><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 14px;""><span style=""color: rgb(0, 0, 0);""><span style=""font-size: 16px;"">Protect your hands with the <strong><em>Mexican Stretch Pro Style Fluvium Boxing Hand Wraps 180""</em></strong>. Designed for both professional and amateur requirements, they offer a firm secure fit. The thumb loop ensures proper alignment, and a hook and loop closure gives you proper tightness. The cotton hand wraps are machine washable and hang to dry. </span></span></span></span></p><p style=""text-align: justify;""><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;"">Features</span></span></u></strong></p><p style=""text-align: justify;""><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""></span></span></u></strong></p><ul><li><span style=""font-size: 16px;"">Breathable 100% cotton for comfort and support</span></li><li><span style=""font-size: 16px;"">Thumb loop for proper alignment</span></li><li><span style=""font-size: 16px;"">Hook and loop closure for a secure fit</span></li><li><span style=""font-size: 16px;"">Length: 180mm</span></li><li><span style=""font-size: 16px;"">Machine washable</span></li></ul>",Fight Gear / MMA,Fight Gear / Boxing,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1962690017.jpg,,,0.00,395.0,,146,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,"Fluvium Pro Style Mexican Stretch Boxing Hand Wraps 180""","Details Protect your hands with the Mexican Stretch Pro Style Fluvium Boxing Hand Wraps 180"" . Designed for both professional and amateur requirements, they offer a firm secure fit. The thumb loop ensures proper alignment, and a hook and loop closure gives you proper tightness. The cotton hand wraps are machine washable and hang to dry.",https://fluviumwear.com/#!/Fluvium-Pro-Style-Mexican-Stretch-Boxing-Hand-Wraps-180/p/140995606,140995606
Fluvium Rigid Tape | 3.8cm & 13.7m,"23270",,"<p><span style=""color: rgb(31, 73, 125);""><u><strong>About</strong></u></span></p><ul><li>Rigid Tape / Sports Tape is a technically advanced and unique Tape.</li><li>With the hypoallergenic properties of fixit underwrap tape and adhesive like other kinesiology tape, these latex free tape is at the forefront of high performance.</li><li>Designed for corrective and preventative taping for shoulders, knees and other extremities.Rigid Strapping Tape is a strong-adhering, rayon-backed, zinc oxide, brown fabric tape. Rigid-cut edges allow for easy tearing - no scissors required.</li></ul><p><u><span style=""color: rgb(31, 73, 125);""><strong>Features</strong></span></u></p><ul><li>Same quality and strength fabric as professional rigid tape for best in class suppor</li><li>Like kinesiology tapes the adhesive is heat activated and provides maximum support once it meet the skin temperature</li><li>Every clinic and sports club should have a drum of this latex free sports tape Healthcare professionals choose this rigid tapes for value and performance</li></ul>",Athlete Wellness,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1646551494.jpg,,,0.00,849.0,,,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Rigid-Tape-3-8cm-&-13-7m/p/235079054,235079054
Fluvium Salvage: Denim,"00027",,"<p><u><strong><span style=""color: rgb(31, 73, 125);"">Details</span></strong></u></p><ul><li>The <em><strong>Fluvium Salvage</strong>: Denim </em>is designed and hand crafted by artists using fabric from reused jeans. This series is especially meant for those who are passionate about saving & sustaining the environment. Each <strong><em>salvage series</em> tee</strong> is custom designed and handcrafted. Since, each design is only produced once this instills a sense of exclusivity into the owner as no other person will have the same tee. </li><li>With sustainable development key to preserving our environment, the proud owner of the salvage series tee can rest easy knowing they're doing their bit to sustain the environment.</li></ul><p><u><strong><span style=""color: rgb(31, 73, 125);"">Features</span></strong></u></p><ul><li>100 % cotton bio washed thus minimizing color fading and providing a softer feel.</li><li>Antimicrobial</li><li>New manufactured tee with designs and stitches from recycled cotton and silk fabric.</li><li><span style=""color: rgb(192, 80, 77);""><strong>MADE IN INDIA</strong>.</span></li></ul>",Fluvium Salvage,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1195255759.jpg,,,0.00,899.0,,0,no,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,,"Fluvium has developed the Artist Athlete Collaboration (AAC) Series to showcase artists, both accomplished and unknown who inspire our generation & constantly push their creative boundaries through their art, be it music, picture or dance.",https://fluviumwear.com/#!/Fluvium-Salvage-Denim/p/158647133,158647133
Fluvium Salvage: Throne,"00025",,"<p><u><strong><span style=""color: rgb(31, 73, 125);"">Details</span></strong></u></p><ul><li>The <em><strong>Fluvium Salvage Series</strong>: Throne </em>is designed and hand crafted by artists using fabric from reused cotton & silk clothes. This series is especially meant for those who are passionate about saving & sustaining the environment. Each <strong><em>salvage series</em> tee</strong> is custom designed and handcrafted. Since, each design is only produced once this instills a sense of exclusivity into the owner as no other person will have the same tee. </li><li>With sustainable development key to preserving our environment, the proud owner of the salvage series tee can rest easy knowing they're doing their bit to sustain the environment.</li></ul><p><u><strong><span style=""color: rgb(31, 73, 125);"">Features</span></strong></u></p><ul><li>100 % cotton bio washed thus minimizing color fading and providing a softer feel.</li><li>Antimicrobial</li><li>New manufactured tee with designs and stitches from recycled cotton and silk fabric.</li><li><span style=""color: rgb(192, 80, 77);""><strong>MADE IN INDIA</strong>.</span></li></ul>",Fluvium Salvage,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1175439417.jpg,,,0.00,899.0,,0,no,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,,"Fluvium has developed the Artist Athlete Collaboration (AAC) Series to showcase artists, both accomplished and unknown who inspire our generation & constantly push their creative boundaries through their art, be it music, picture or dance.",https://fluviumwear.com/#!/Fluvium-Salvage-Throne/p/155189138,155189138
Fluvium Ultralight Competition Kimono Gi | DTLF Series,"23323",,"<p><strong><span style=""color: rgb(31, 73, 125);""><u><span style=""color: rgb(54, 96, 146);""><span style=""font-size: 16px;""><span style=""color: rgb(23, 54, 93);"">Details</span></span></span></u></span></strong></p><ul><li>The <em><strong>Fluvium DTLF Series Gi </strong></em>is comfortable, durable, affordable and traditional. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats.</li><li>A super-soft and incredibly strong pearl-weave material, combining the most effective features from both the double and single-weave Gis, creating a breathable and durable fabric for heavy usage and comfort. Jacket constructed without back seam, together with reinforced shoulder, collar and sleeve seams, ensuring strength and durability. </li><li>Trousers produced from a Ripstop fabric and heavily reinforced on all seams, including the knee areas, for ultimate comfort and protection. Specifically designed to withstand intense grappling during competition. </li><li>Minimal Decorations with FLUVIUM Embroidered Logos on Sleeves, Back of Neck and Pants.</li></ul><p style=""text-align: justify;""><strong><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></u></strong><br></p><ul><li>A lightweight 550 gram, 100% Cotton pearl-weave fabric jacket. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Colors : Black/White</li><li>Trouser : Ripstop 12 oz</li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/3148487404.jpg,,,2.00,9 495.0,,0,no,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Fluvium Flow BJJ Gi |  Black,"The Fluvium Flow Series Gi is comfortable, durable, affordable and traditional. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, combining the most effective features from both the double and single-weave Gis, creating a breathable and durable fabric for heavy usage and comfort.",https://fluviumwear.com/#!/Fluvium-Ultralight-Competition-Kimono-Gi-DTLF-Series/p/478861898,478861898
Fluvium Ultralight Competition Kimono/Gi | Mind.Mody.Spirit Series,"23331",,"<p><strong><span style=""color: rgb(31, 73, 125);""><u><span style=""color: rgb(54, 96, 146);""><span style=""font-size: 16px;""><span style=""color: rgb(23, 54, 93);"">Details</span></span></span></u></span></strong></p><ul><li>The <em><strong>Fluvium Mind.Body.Spirit Series Gi </strong></em>is comfortable, durable, affordable and traditional. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats.</li><li>A super-soft and incredibly strong pearl-weave material, combining the most effective features from both the double and single-weave Gis, creating a breathable and durable fabric for heavy usage and comfort. Jacket constructed without back seam, together with reinforced shoulder, collar and sleeve seams, ensuring strength and durability. </li><li>Trousers produced from a Ripstop fabric and heavily reinforced on all seams, including the knee areas, for ultimate comfort and protection. Specifically designed to withstand intense grappling during competition. </li><li>Minimal Decorations with FLUVIUM Embroidered Logos on Sleeves, Back of Neck and Pants.</li></ul><p style=""text-align: justify;""><strong><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></u></strong><br></p><ul><li>A lightweight 550 gram, 100% Cotton pearl-weave fabric jacket. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Colors : Black/White</li><li>Trouser : Ripstop 12 oz</li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/3431921931.jpg,,,2.00,9 750.0,,30,no,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Fluvium Flow BJJ Gi |  Black,"The Fluvium Flow Series Gi is comfortable, durable, affordable and traditional. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, combining the most effective features from both the double and single-weave Gis, creating a breathable and durable fabric for heavy usage and comfort.",https://fluviumwear.com/#!/Fluvium-Ultralight-Competition-Kimono-Gi-Mind-Mody-Spirit-Series/p/525709520,525709520
Fluvium Ultralight Competition Kimono/Gi | Mind.Mody.Spirit Series | Fluvium x The Dojo,"23336",,"<p><strong><span style=""color: rgb(31, 73, 125);""><u><span style=""color: rgb(54, 96, 146);""><span style=""font-size: 16px;""><span style=""color: rgb(23, 54, 93);"">Details</span></span></span></u></span></strong></p><ul><li>The <em><strong>Fluvium Mind.Body.Spirit Series Gi </strong></em>is comfortable, durable, affordable and traditional. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats.</li><li>This super comfy gi is brought to you in collaboration with <strong>The Dojo</strong></li><li>A super-soft and incredibly strong pearl-weave material, combining the most effective features from both the double and single-weave Gis, creating a breathable and durable fabric for heavy usage and comfort. Jacket constructed without back seam, together with reinforced shoulder, collar and sleeve seams, ensuring strength and durability. </li><li>Trousers produced from a Ripstop fabric and heavily reinforced on all seams, including the knee areas, for ultimate comfort and protection. Specifically designed to withstand intense grappling during competition. </li><li>Minimal Decorations with FLUVIUM Embroidered Logos on Sleeves, Back of Neck and Pants.</li></ul><p style=""text-align: justify;""><strong><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></u></strong><br></p><ul><li>A lightweight 550 gram, 100% Cotton pearl-weave fabric jacket. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Colors : Black/White</li><li>Trouser : Ripstop 12 oz</li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/3431925156.jpg,,,2.00,9 750.0,,30,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Fluvium Flow BJJ Gi |  Black,"The Fluvium Flow Series Gi is comfortable, durable, affordable and traditional. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, combining the most effective features from both the double and single-weave Gis, creating a breathable and durable fabric for heavy usage and comfort.",https://fluviumwear.com/#!/Fluvium-Ultralight-Competition-Kimono-Gi-Mind-Mody-Spirit-Series-Fluvium-x-The-Dojo/p/525722279,525722279
Fluvium Wall Mounted/Vertical Padding | Multiple Color Options | Sft,"23304",,"<p><u><span style=""color: rgb(31, 73, 125);""></span><span style=""color: rgb(31, 73, 125);""><strong>Details</strong></span><br></u></p><ul><li>Gym Wall Padding is an important addition to any area where competitive 
athletes need to be at their best. Our Wall Pads create a safe 
space for competition so athletes can push their limits. Constructed 
with impact rated polyethylene foam and a 350GSM vinyl covering, these
 pads make any facility safe for students and athletes. These wall pads 
are made in the India with durable materials and are backed by a 5-year 
warranty.       </li></ul><p><u><span style=""color: rgb(31, 73, 125);""><strong>Features</strong></span></u></p><ul><li>Non-slippery surface, firm enough to stand and soft enough to protect your body</li><li>Anti-skid surface</li><li>Portable</li><li>Easy to clean</li><li>Water resistant</li></ul><p>For bulk orders please do reach out to info@fluvium.co.</p>",Sports Mats,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/2632997519.jpg,,,0.00,205.0,,,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Wall-Mounted-Vertical-Padding-Multiple-Color-Options-Sft/p/404278851,404278851
Fluvium Wave Face Masks | White & Blue,"23268",,"<p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><span style=""color: rgb(31, 73, 125);"">Details</span></span></span></u></p><ul><li>Minimalist. Developed and designed by passionate artists, the <em>Fluvium Wave Face Masks</em> define class, comfort and quality. Keeping the fuss away from the masks, our design is simple and minimalist with but yet distinct. Step out with your fluvium wave masks in style and comfort.</li></ul><p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><span style=""color: rgb(31, 73, 125);"">Features</span></span></span></u></p><ul><li>Pack of 2 | White with Blue Embrodery & Blue with Dark Blue Embroidery</li><li>Three layered premium cotton fabric.</li><li>Minimalist embroidery</li><li><span style=""color: rgb(192, 80, 77);"">MADE IN INDIA</span></li></ul>",Athlete Wellness,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1574501552.jpg,,,0.00,699.0,,,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Wave-Face-Masks-White-&-Blue/p/224045807,224045807
"Fluvium Women's Floral Rashguard | MMA, BJJ & Surfing","23327",,"<p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong><span style=""color: rgb(31, 73, 125);"">Details</span></strong></span></span></u></p><ul><li>There's an artist in all of us. The <em>Fluvium Floral Rash Guard</em>
 is developed and designed by passionate artists in the hope of 
awakening the artist in you. Whether you choose to wear the rashguard to
 train jiu jitsu, MMA, surf or even head to the gym to lift some 
weights, we hope by adorning the rashguard, you are inspired to step 
outside your comfort zone to try new moves, techniques or use new 
methods. <i><em></em></i></li><li><i>There's an artist in all of us <em>and only by digging deep and accessing that part of you can you truly lead a fulfilling, creative life.</em></i></li></ul><p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong><span style=""color: rgb(31, 73, 125);"">Features</span></strong></span></span></u></p><p><strong></strong></p><ul><li>An ergonomic design constructed for comfort & motion.</li><li>Quick dry and rash protection to facilitate movement, be it while rolling, surfing or sparring.</li><li>Finished with a long fit to prevent the rashguard from riding up</li><li>80% Polyester 20% Spandex</li><li>Antimicrobial</li><li>Sublimated Print that will never crack, peel or fade</li></ul><p><br><br><br></p>",Fight Gear / Jiu Jitsu / No Gi,Fight Gear / MMA,Surf Gear,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/3353825504.jpg,,,0.00,1 950.0,,,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Womens-Floral-Rashguard-MMA-BJJ-&-Surfing/p/512303024,512303024
Fluvium Wrestling Cover,"23283",,"<p><u><span style=""color: rgb(31, 73, 125);""></span><span style=""color: rgb(31, 73, 125);""><strong>Details</strong></span><br></u></p><ul><li>High quality Non tearing synthetic cover which can be used to lay over existing mats/foam/etc. </li></ul><p><br><u><span style=""color: rgb(31, 73, 125);""><strong>Features</strong></span></u></p><ul><li>Non-slippery surface, firm enough to stand and soft enough to protect your body</li><li>Anti-skid surface</li><li>Portable</li><li>Easy to clean</li><li>Water resistant</li></ul><p>For bulk orders please do reach out to info@fluvium.co.</p>",Sports Mats,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/2047889643.jpg,,,0.00,0.0,,,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Wrestling-Cover/p/300645990,300645990
Fluvium Wrestling Mats | 2m x 1m,"23282",,"<p><u><span style=""color: rgb(31, 73, 125);""></span><span style=""color: rgb(31, 73, 125);""><strong>Details</strong></span><br></u></p><ul><li>High quality mats made from JSR 40-45% density. Each mat weigh's around 7Kg approximately.</li></ul><p><u><span style=""color: rgb(31, 73, 125);""><strong>Features</strong></span></u></p><ul><li>Non-slippery surface, firm enough to stand and soft enough to protect your body</li><li>Anti-skid surface</li><li>Portable</li><li>Easy to clean</li><li>Water resistant</li><li>Federation Quality</li></ul><p>For bulk orders please do reach out to info@fluvium.co.</p>",Sports Mats,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/2047889658.jpg,,,0.00,0.0,,,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Wrestling-Mats-2m-x-1m/p/300859859,300859859
Foldable Mats | 2' x 6' x 30mm,"23272",,"<p><u><span style=""color: rgb(31, 73, 125);""></span><span style=""color: rgb(31, 73, 125);""><strong>Details</strong></span><br></u></p><ul><li>Fluvium Foldable Mats are versatile and convenient. They can be carried around like a brief case and when required you can spread them out to carry out your fitness activities. With 30mm cushioning it can take the most strenuous of activities while making sure you remain in one piece. </li><li>Ideal for Yoga, Gymanstics, BJJ, Wrestling, Calisthenics, etc.</li></ul><p><br><u><span style=""color: rgb(31, 73, 125);""><strong>Features</strong><br></span></u></p><ul><li>Non-slippery surface, firm enough to stand and soft enough to protect your body</li><li><span class=""a-list-item"">Eco-friendly advanced pu material cloth and high density cushioning foam for extra joint protection</span></li><li>Anti-skid surface</li><li>Extra strong</li><li>Portable</li><li>Easy to clean</li><li>Water resistant</li></ul><p>For bulk orders please do reach out to info@fluvium.co.</p>",Sports Mats,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/2047884909.jpg,,,0.00,2 150.0,,,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Foldable-Mats-2-x-6-x-30mm/p/235089399,235089399
Gel Max Mouth Guard: Blue,"0021",,"<p><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;"">Details</span></span></u></strong></p><p><u></u><span style=""font-size: 14px;""><u></u>Protect your mouth from unexpected punches with the Fluvium Gel Max Mouthguard. The mouthguard features a shock-absorption inner layer surrounded by a rigid outer layer specifically designed for upper and lower jaw protection. The mouthguard offers a customized fit with a boil and bite design for just the right fit.<span class=""redactor-invisible-space""></span></span></p><p><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;"">Features</span></span></u></strong></p><ul><li>Made from high quality food grade material (with flavor fusion technology) this gel max mouth guard is used extensively in various sports like football, hockey, boxing etc  to prevent dental injuries</li><li>Dual density technology is used to deliver essential protection and comfort.</li><li>The Exoskeletal Shock Frame is a heavy duty rubber frame that provides impact protection</li><li>Gel-Fit Liner custom molds to teeth for a tight, comfortable fit.</li><li>Made of durable construction with two-layers for unbeatable safety</li><li>Inner layer provides effective shock-absorption from unexpected strikes</li><li>Rigid outer shield specifically engineered for upper and lower jaw protection</li><li>Offers a customizable fit via a boil and bite design</li><li>Molds to your mouth for a secure and comfortable fit</li><li>Includes plastic mouthguard case for secure storage</li><li>Manufacturer’s Warranty: 1 year from data of purchase</li></ul><span></span><p><span></span></p><p><span></span></p>",Fight Gear / MMA,Fight Gear / Boxing,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/939888145.jpg,,,0.00,299.0,,,no,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,Protect your mouth from unexpected punches with the Fluvium Gel Max Mouthguard. The mouthguard features a shock-absorption inner layer surrounded by a rigid outer layer specifically designed for upper and lower jaw protection. The mouthguard offers a customized fit with a boil and bite design for just the right fit.,https://fluviumwear.com/#!/Gel-Max-Mouth-Guard-Blue/p/123079613,123079613
Karate/Taekwando Shin Guards,"23314",,"<p><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><u><strong>Details</strong></u></span></span></u></p><ul><li>There’s the full-length shin guard stretching from below the knee to 
the ankle, and the complete foot protector encapsulating both the heel 
and the toes. Not only does that keep you safe from an impact injury, 
but from blisters and chafes as well.</li><li>Both parts of the shin guards are made of padded elastic fiber and 
Velcro straps that allow you to manage how tight you want them to fit. 
The material prevents slipping as well, which is crucial in combat.</li></ul><p><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><strong>Features</strong></span></span></u></p><p><u><span style=""color: rgb(31, 73, 125);""></span></u></p><ul><li>Extra Foot Cover Provided For More Protection.  </li><li>Features curved anatomical grip, reinforced seaming around the leg & padding.</li><li>Light Weight And Comfortable.  </li><li>The attention to detail and craftsmanship guarantees a shin guard as durable and resilient as the athletes who use it.</li><li>These martial arts shin guards are pre-curved, flexible and lightweight for optimal mobility with a secure fit.</li></ul>",,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/2822693261.jpg,,,0.00,1 099.0,,,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Karate-Taekwando-Shin-Guards/p/428823529,428823529
Master Series : Natural Beech wood Bokken for Aikido / Kobudo,"23306",,"<p>Features:</p><p>This
 Bokuto / Bokken is specially designed for Martial artists to further 
their suburi practices and makes an excellent personal weapon to master 
your sword technique. The blade follows the same curvature and balance 
as per traditional Japanese katana.</p><p>It is made of solid Natural Beech wood with Natural finish. </p><p>Dimensions: </p><p>Length: Approximately 103 cm </p><p>Weight: Approximately 750 gram</p><p>Grain : Straight</p><p>Colour : light</p><p>Type of wood : beechwood (very hard)</p><p>Finish : natural oil polish</p><p>Please
 note that the color and the wood grain of our Master Bokken series may 
not be uniform and it may vary depending on the portion of the wood used
 and the manufactured batch. These variations and imperfections are 
characteristics of the ""Natural Finish"", which maximizes the beauty of 
the wood by minimizing the use of varnish or stain, contrary to painted 
Bokkens. </p><p>Please see some example of potential colors and grains that you may receive below.</p>",,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/2754803208.jpg,,,0.00,0.0,,,no,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Master-Series-Natural-Beech-wood-Bokken-for-Aikido-Kobudo/p/420303593,420303593
